1829,4071
1836,4070
1845,4071
1856,4070
1866,4071
1874,4071
1883,4073
1894,4071
1901,4072
1912,4071
1921,4067
1929,4066
1939,4071
1949,4067
1957,4072
1966,4071
1976,4071
1984,4070
1994,4067
2003,4071
2011,4071
2021,4071
2032,4070
2039,4067
2048,4075
2059,4070
2066,4071
2077,4071
2086,4071
2094,4071
2104,4071
2114,4070
2122,4070
2131,4071
2141,4069
2149,4069
2159,4071
2168,4068
2176,4075
2186,4070
2197,4071
2207,4073
2214,4070
2224,4071
2234,4071
2242,4071
2251,4071
2261,4071
2269,4072
2279,4071
2289,4071
2296,4071
2306,4072
2317,4071
2324,4070
2334,4070
2344,4070
2352,4074
2362,4070
2372,4071
2379,4071
2389,4071
2399,4072
2407,4071
2417,4071
2426,4069
2434,4067
2444,4070
2455,4069
2461,4070
2472,4071
2482,4070
2489,4070
2500,4071
2509,4069
2517,4070
2527,4071
2537,4069
2544,4071
2554,4069
2564,4071
2572,4067
2582,4070
2592,4072
2599,4073
2609,4071
2620,4072
2626,4070
2637,4071
2647,4069
2655,4072
2665,4070
2674,4075
2682,4072
2692,4069
2702,4072
2709,4072
2719,4070
2729,4071
2737,4071
2747,4066
2757,4070
2764,4071
2775,4075
2785,4071
2792,4071
2802,4070
3068,4071
2820,4071
2830,4072
2839,4071
2849,4071
2857,4071
2867,4069
2877,4071
2884,4071
2895,4070
2905,4071
2913,4071
2922,4071
2932,4069
2940,4071
2950,4071
2959,4070
2967,4069
2977,4071
2987,4071
2995,4073
3004,4074
3015,4071
3022,4070
3033,4073
3042,4071
3049,4066
3060,4070
3326,4071
3078,4073
3087,4073
3097,4071
3105,4071
3115,4071
3125,4072
3132,4070
3142,4071
3153,4070
3160,4071
3169,4070
3180,4071
3187,4071
3198,4070
3208,4071
3215,4071
3225,4071
3235,4069
3243,4072
3252,4072
3262,4070
3270,4071
3280,4071
3290,4070
3297,4069
3307,4071
3318,4071
3581,4072
3335,4070
3345,4071
3353,4070
3363,4069
3373,4071
3380,4071
3390,4071
3400,4071
3408,4071
3417,4071
3427,4071
3435,4069
3445,4071
3456,4070
3462,4070
3473,4071
3483,4071
3491,4069
3500,4071
3510,4070
3520,4073
3528,4070
3538,4073
3547,4070
3555,4070
3565,4070
3576,4071
3839,4071
3593,4070
3603,4071
3611,4069
3621,4071
3630,4071
3638,4072
3648,4071
3658,4071
3666,4070
3675,4070
3685,4071
3693,4070
3703,4069
3713,4069
3720,4071
3731,4074
3741,4070
3748,4070
3758,4071
3768,4071
3776,4067
3786,4070
3795,4071
3803,4071
3813,4070
3823,4070
3831,4071
3840,4071
3851,4070
3858,4070
3868,4071
3878,4071
3885,4070
3896,4072
3906,4071
3914,4071
3923,4071
3933,4071
3941,4073
3951,4070
3960,4070
3968,4072
3978,4073
3988,4070
3996,4073
4005,4071
4016,4070
4023,4073
4034,4070
4043,4070
4051,4071
4061,4071
4071,4071
4079,4073
4088,4070
4098,4071
4106,4071
4116,4071
4126,4071
4133,4066
4143,4071
4154,4071
4161,4071
4171,4070
4181,4070
4189,4070
4199,4071
4209,4066
4216,4073
4226,4070
4236,4071
4244,4071
4253,4071
4264,4071
4271,4075
4281,4071
4292,4071
4301,4070
4309,4071
4319,4071
4329,4070
4336,4069
4346,4071
4356,4071
4364,4073
4374,4071
4384,4071
4391,4075
4402,4070
4412,4073
4419,4071
4429,4071
4439,4072
4447,4070
4457,4070
4466,4071
4474,4074
4484,4071
4494,4070
4501,4071
4511,4080
4522,4071
4529,4071
4540,4071
4549,4067
4557,4071
4567,4071
4577,4071
4584,4072
4594,4071
4604,4070
4612,4071
4622,4070
4632,4070
4639,4072
4649,4071
4660,4071
4667,4072
4677,4075
4687,4071
4695,4071
4705,4071
4714,4071
4722,4073
4732,4071
4742,4071
4750,4070
4759,4071
4770,4073
4777,4071
4788,4070
4797,4072
4804,4070
4815,4070
4825,4071
4833,4072
4842,4071
4852,4070
5116,4071
4870,4072
4879,4071
4887,4069
4897,4071
4908,4070
4915,4074
4925,4070
4935,4071
4943,4071
4953,4069
4962,4072
4970,4071
4980,4076
4990,4071
4998,4071
5007,4071
5017,4071
5025,4073
5035,4071
5045,4074
5052,4071
5063,4071
5073,4070
5081,4070
5090,4071
5100,4070
5108,4072
5374,4070
5127,4070
5135,4067
5145,4071
5156,4071
5163,4069
5172,4071
5183,4067
5190,4071
5201,4069
5210,4070
5218,4070
5228,4070
5238,4071
5246,4071
5255,4071
5265,4071
5273,4070
5283,4072
5293,4069
5300,4071
5311,4070
5321,4071
5329,4069
5338,4073
5348,4072
5356,4071
5366,4072
5631,4071
5383,4073
5393,4070
5404,4069
5411,4073
5421,4071
5431,4071
5439,4070
5449,4073
5459,4071
5466,4071
5476,4070
5486,4071
5494,4071
5503,4071
5513,4070
5521,4071
5531,4071
5542,4071
5548,4070
5559,4071
5569,4071
5577,4072
5586,4072
5596,4071
5604,4072
5614,4071
5624,4070
5887,4081
5641,4071
5652,4071
5659,4071
5669,4070
5679,4071
5687,4073
5697,4070
5707,4073
5714,4071
5724,4067
5734,4070
5742,4071
5751,4070
5762,4071
5769,4070
5780,4071
5790,4072
5796,4073
5807,4072
5817,4071
5825,4071
5834,4070
5844,4073
5852,4071
5862,4071
5872,4071
5879,4072
5889,4071
5900,4071
5907,4070
5917,4069
5927,4071
5935,4071
5945,4070
5955,4071
5962,4070
5972,4069
5982,4071
5990,4071
6000,4071
6009,4071
6017,4069
6027,4071
6038,4071
6044,4072
6055,4071
6065,4071
6073,4071
6083,4071
6092,4071
6100,4071
6110,4073
6120,4071
6127,4070
6137,4072
6148,4071
6155,4067
6166,4070
6175,4069
6183,4067
6193,4073
6203,4069
6210,4070
6220,4072
6230,4071
6238,4070
6248,4070
6258,4071
6265,4071
6276,4070
6286,4073
6293,4071
6303,4071
6313,4070
6321,4071
6331,4071
6340,4073
6348,4071
6358,4071
6369,4071
6375,4069
6386,4071
6396,4071
6404,4071
6414,4071
6423,4071
6431,4070
6441,4080
6451,4071
6459,4070
6468,4071
6479,4072
6486,4071
6497,4071
6506,4071
6514,4071
6524,4071
6534,4071
6542,4071
6551,4071
6561,4071
6569,4071
6579,4080
6589,4073
6596,4070
6607,4071
6617,4073
6625,4070
6634,4069
6644,4071
6908,4071
6662,4070
6669,4071
6679,4071
6689,4071
6697,4071
6707,4072
6717,4071
6724,4071
6735,4071
6745,4072
6752,4070
6762,4071
6772,4073
6780,4072
6790,4071
6799,4070
6807,4071
6817,4070
6828,4069
6834,4071
6844,4071
6855,4071
6862,4071
6873,4071
6882,4072
6890,4070
6900,4071
7166,4074
6917,4071
6927,4070
6937,4071
6945,4073
6955,4071
6965,4071
6972,4071
